 ,Area,Mean,Min,Max,Major,Minor,Angle,Circ.,AR,Round,Solidity
39,351,4171.923,3392,5436,22.606,19.769,52.327,0.764,1.144,0.874,0.898
40,341,4059.217,3383,5007,22.695,19.131,133.587,0.858,1.186,0.843,0.925
41,221,3910.905,3385,4976,16.964,16.587,79.358,0.620,1.023,0.978,0.820
42,299,4218.722,3383,5222,21.535,17.678,30.416,0.873,1.218,0.821,0.921
43,461,4930.902,3407,6473,26.015,22.563,132.000,0.917,1.153,0.867,0.947
44,494,5063.721,3390,7505,31.537,19.944,88.410,0.777,1.581,0.632,0.897
45,354,4534.545,3383,5780,22.513,20.021,21.351,0.891,1.124,0.889,0.939
46,291,4941.086,3384,6651,22.099,16.766,149.366,0.850,1.318,0.759,0.921
47,356,4549.101,3387,5908,23.482,19.303,27.286,0.896,1.217,0.822,0.933
48,409,4004.787,3386,4944,24.388,21.353,61.410,0.636,1.142,0.876,0.892
49,296,5991.956,3388,8402,20.299,18.567,12.691,0.910,1.093,0.915,0.932
50,275,3825.185,3382,4580,19.911,17.585,175.799,0.728,1.132,0.883,0.874
51,354,4400.220,3383,5908,23.999,18.781,141.741,0.775,1.278,0.783,0.912
52,375,4650.827,3410,6224,24.012,19.884,23.371,0.864,1.208,0.828,0.928
53,356,5204.289,3409,7204,23.732,19.100,71.743,0.887,1.243,0.805,0.934
54,421,5620.444,3390,7321,27.097,19.782,34.523,0.900,1.370,0.730,0.944
55,399,4334.145,3383,5553,24.889,20.411,131.439,0.761,1.219,0.820,0.902
56,454,5155.857,3390,6662,25.502,22.667,138.933,0.933,1.125,0.889,0.959
57,335,5944.448,3420,8046,21.220,20.101,41.951,0.915,1.056,0.947,0.932
58,321,5414.819,3440,7168,21.009,19.454,75.398,0.905,1.080,0.926,0.933
59,403,4587.521,3407,5876,24.630,20.833,61.715,0.920,1.182,0.846,0.956
60,236,5275.610,3427,7973,22.212,13.528,26.974,0.842,1.642,0.609,0.927
61,342,5437.266,3387,6973,21.609,20.151,63.508,0.947,1.072,0.933,0.954
62,325,4273.674,3412,5327,24.046,17.209,34.279,0.878,1.397,0.716,0.938
63,385,5553.431,3387,7513,25.938,18.899,22.166,0.882,1.372,0.729,0.934
64,307,5150.805,3429,6851,21.150,18.482,153.789,0.903,1.144,0.874,0.933
65,288,4314.656,3388,6052,23.026,15.925,142.440,0.786,1.446,0.692,0.913
66,346,4779.578,3390,6582,22.132,19.905,18.592,0.891,1.112,0.899,0.931
67,477,5646.623,3397,8142,27.043,22.458,173.513,0.921,1.204,0.830,0.947
68,357,4865.471,3398,6328,23.320,19.492,39.836,0.926,1.196,0.836,0.944
69,284,4103.465,3386,5358,22.955,15.752,168.697,0.703,1.457,0.686,0.899
70,241,4341.087,3405,5493,23.933,12.821,174.824,0.804,1.867,0.536,0.923
71,436,5415.087,3395,6991,23.705,23.418,46.644,0.924,1.012,0.988,0.949
72,340,4152.735,3386,5067,23.915,18.102,89.790,0.882,1.321,0.757,0.930
73,314,5788.029,3404,7765,22.192,18.015,154.030,0.934,1.232,0.812,0.944
74,334,4203.751,3393,5583,21.530,19.752,132.137,0.840,1.090,0.917,0.901
75,356,4331.225,3384,5529,23.285,19.466,177.984,0.820,1.196,0.836,0.915
76,302,4201.467,3382,5216,21.451,17.925,115.783,0.805,1.197,0.836,0.912
77,425,4068.911,3385,5300,24.659,21.944,154.412,0.762,1.124,0.890,0.910
78,259,6915.737,3388,9837,19.849,16.614,167.219,0.906,1.195,0.837,0.935
79,372,4864.172,3393,6751,23.085,20.517,167.034,0.852,1.125,0.889,0.921
80,421,5523.948,3386,7197,24.859,21.563,2.661,0.881,1.153,0.867,0.931
81,472,5582.752,3402,7628,27.127,22.154,148.820,0.875,1.224,0.817,0.947
82,256,4225.492,3387,5185,18.663,17.465,135.605,0.888,1.069,0.936,0.931
83,204,3880.172,3392,4602,18.397,14.119,56.985,0.629,1.303,0.767,0.850
84,377,4813.005,3395,6653,22.802,21.052,0.721,0.763,1.083,0.923,0.900
85,277,4375.022,3382,5423,21.527,16.384,148.560,0.925,1.314,0.761,0.942
86,337,5366.884,3407,7672,22.161,19.362,32.632,0.927,1.145,0.874,0.940
87,241,3995.017,3400,4903,23.251,13.197,6.880,0.674,1.762,0.568,0.862
88,316,4653.354,3384,6035,21.109,19.060,177.868,0.869,1.107,0.903,0.935
89,316,5719.022,3434,8380,21.020,19.141,146.239,0.930,1.098,0.911,0.946
90,472,5903.642,3468,7876,26.433,22.735,178.785,0.911,1.163,0.860,0.944
91,354,4719.650,3384,6228,22.648,19.901,25.618,0.903,1.138,0.879,0.934
92,389,4768.134,3411,6163,22.666,21.852,78.393,0.905,1.037,0.964,0.937
93,191,3713.990,3385,4270,16.815,14.463,81.114,0.555,1.163,0.860,0.840
94,375,4849.819,3387,6575,23.080,20.688,7.985,0.845,1.116,0.896,0.931
95,334,4237.491,3383,5453,22.453,18.940,155.339,0.808,1.185,0.844,0.919
96,280,4426.675,3393,5838,19.947,17.873,130.068,0.900,1.116,0.896,0.935
97,437,4416.838,3385,5630,26.142,21.284,4.601,0.804,1.228,0.814,0.903
98,358,6217.849,3400,9113,21.836,20.875,110.233,0.945,1.046,0.956,0.947
99,391,4328.205,3391,5213,23.302,21.364,141.527,0.928,1.091,0.917,0.947
100,273,4835.377,3396,5924,20.039,17.346,72.938,0.919,1.155,0.866,0.953
101,318,5476.374,3405,7928,20.922,19.352,157.329,0.912,1.081,0.925,0.934
102,462,5703.489,3397,8146,24.895,23.629,172.973,0.898,1.054,0.949,0.940
103,400,5739.408,3391,7755,23.041,22.104,6.455,0.902,1.042,0.959,0.933
104,409,5396.873,3386,7081,25.966,20.056,13.094,0.894,1.295,0.772,0.941
105,381,4624.635,3390,6004,24.168,20.072,120.949,0.845,1.204,0.830,0.928
106,360,4855.756,3390,6383,22.643,20.243,102.852,0.832,1.119,0.894,0.923
107,244,4487.545,3385,6289,22.742,13.661,151.271,0.840,1.665,0.601,0.912
108,387,5159.537,3392,7561,23.237,21.205,15.704,0.900,1.096,0.913,0.937
109,318,4515.075,3401,6313,21.600,18.745,79.311,0.912,1.152,0.868,0.933
110,410,4720.441,3383,6451,25.226,20.694,159.541,0.817,1.219,0.820,0.914
111,357,4218.711,3383,5669,22.272,20.409,171.483,0.770,1.091,0.916,0.904
112,237,4052.046,3385,4949,19.618,15.382,97.254,0.731,1.275,0.784,0.896
113,253,4620.447,3402,5773,19.661,16.384,9.540,0.928,1.200,0.833,0.944
114,260,4153.935,3391,4926,20.195,16.393,96.487,0.808,1.232,0.812,0.915
115,403,4659.238,3396,5942,25.312,20.271,8.638,0.900,1.249,0.801,0.939
116,337,5898.131,3404,8543,23.260,18.447,84.742,0.927,1.261,0.793,0.945
117,376,5185.585,3389,6654,22.100,21.662,36.983,0.928,1.020,0.980,0.954
118,268,4493.601,3383,5859,27.268,12.514,160.163,0.653,2.179,0.459,0.887
119,429,4359.056,3382,6062,24.334,22.447,75.473,0.923,1.084,0.922,0.946
120,329,4857.495,3392,6494,20.882,20.060,134.341,0.927,1.041,0.961,0.945
121,365,5678.066,3382,7516,22.853,20.336,18.564,0.938,1.124,0.890,0.955
122,460,4583.109,3394,6225,25.282,23.167,129.838,0.934,1.091,0.916,0.948
123,240,4373.875,3401,5629,22.786,13.411,177.023,0.801,1.699,0.589,0.920
124,476,7507.431,3393,11092,27.931,21.699,115.463,0.901,1.287,0.777,0.944
125,353,5644.116,3411,7630,22.779,19.731,36.334,0.894,1.154,0.866,0.931
126,259,3874.560,3387,4868,23.346,14.125,97.980,0.751,1.653,0.605,0.909
127,392,4772.969,3383,6351,23.848,20.929,31.231,0.889,1.139,0.878,0.936
128,347,5298.496,3417,7019,22.422,19.705,74.808,0.954,1.138,0.879,0.952
129,348,4637.589,3393,5821,23.610,18.767,176.415,0.888,1.258,0.795,0.933
130,280,4321.100,3415,5848,23.639,15.082,147.193,0.803,1.567,0.638,0.899
131,321,6163.421,3385,9764,22.259,18.362,5.866,0.905,1.212,0.825,0.937
132,181,3996.972,3382,5099,16.958,13.590,130.220,0.736,1.248,0.801,0.883
133,428,5325.811,3396,6997,26.193,20.805,7.033,0.921,1.259,0.794,0.953
134,159,5647.340,3382,9092,16.501,12.269,121.864,0.887,1.345,0.744,0.927
135,220,3751.750,3386,4370,19.468,14.388,29.456,0.717,1.353,0.739,0.880
136,259,4256.131,3382,5369,24.469,13.477,105.155,0.762,1.816,0.551,0.912
137,277,4552.375,3397,6030,21.441,16.449,123.390,0.925,1.303,0.767,0.941
138,378,5326.471,3402,7637,23.141,20.798,142.160,0.914,1.113,0.899,0.944
139,278,4314.986,3386,5427,19.352,18.291,112.042,0.820,1.058,0.945,0.914
140,387,5990.274,3383,9579,25.212,19.544,51.067,0.781,1.290,0.775,0.923
141,276,4536.221,3396,6134,21.253,16.535,169.562,0.904,1.285,0.778,0.936
142,336,6024.920,3386,8521,21.036,20.337,20.774,0.940,1.034,0.967,0.945
143,263,4606.046,3394,5785,19.847,16.872,155.825,0.912,1.176,0.850,0.924
144,274,4051.609,3384,4825,20.364,17.132,107.975,0.800,1.189,0.841,0.915
145,449,4215.341,3382,5361,26.600,21.492,2.225,0.844,1.238,0.808,0.915
146,386,5025.083,3388,6602,24.463,20.090,59.638,0.919,1.218,0.821,0.940
147,429,7138.825,3388,10854,27.460,19.891,52.886,0.884,1.381,0.724,0.940
148,438,4614.041,3389,6428,26.475,21.064,26.746,0.908,1.257,0.796,0.942
149,478,5078.619,3386,6876,27.147,22.419,66.367,0.879,1.211,0.826,0.940
150,319,5597.376,3400,8123,22.369,18.158,131.702,0.925,1.232,0.812,0.933
151,386,4499.360,3399,5721,24.864,19.766,136.088,0.904,1.258,0.795,0.941
152,408,5155.032,3428,6628,23.958,21.683,164.731,0.905,1.105,0.905,0.940
153,321,4952.128,3384,7704,21.581,18.939,2.611,0.898,1.140,0.878,0.943
154,222,3779.149,3387,4477,19.799,14.277,75.941,0.735,1.387,0.721,0.869
155,323,4385.251,3388,5667,20.951,19.629,96.369,0.895,1.067,0.937,0.938
156,299,5128.207,3409,7181,20.265,18.786,173.042,0.896,1.079,0.927,0.937
157,423,4923.678,3447,6154,24.498,21.985,179.325,0.904,1.114,0.897,0.944
158,406,4576.187,3396,6491,23.911,21.619,124.790,0.907,1.106,0.904,0.951
159,278,4213.845,3383,5573,21.168,16.721,178.678,0.812,1.266,0.790,0.919
160,320,5887.100,3383,8536,21.208,19.211,127.527,0.918,1.104,0.906,0.938
161,400,5027.520,3446,6536,25.219,20.195,80.939,0.893,1.249,0.801,0.935
162,491,6061.485,3408,8177,28.001,22.326,53.774,0.892,1.254,0.797,0.941
163,281,4846.964,3384,6320,20.611,17.359,122.754,0.880,1.187,0.842,0.921
164,315,4686.187,3383,6207,21.519,18.638,101.806,0.927,1.155,0.866,0.945
165,370,5580.746,3397,8128,24.336,19.358,48.638,0.916,1.257,0.795,0.940
166,386,5279.070,3411,7286,23.691,20.745,38.561,0.890,1.142,0.876,0.938
167,390,5045.718,3430,6386,23.482,21.147,53.950,0.899,1.110,0.901,0.940
168,404,5412.500,3390,7447,24.308,21.162,154.206,0.905,1.149,0.871,0.935
169,331,4296.952,3393,5566,21.769,19.360,80.846,0.819,1.124,0.889,0.931
170,369,5813.203,3391,8704,24.334,19.307,130.464,0.913,1.260,0.793,0.940
171,271,4453.303,3393,5697,19.981,17.269,3.101,0.915,1.157,0.864,0.928
172,339,4606.457,3400,6521,21.425,20.146,62.544,0.894,1.063,0.940,0.938
173,249,4341.703,3402,5562,19.778,16.029,67.392,0.834,1.234,0.810,0.915
174,376,4448.261,3388,5772,22.571,21.210,43.173,0.770,1.064,0.940,0.907
175,368,4648.429,3389,6365,23.293,20.116,107.838,0.829,1.158,0.864,0.921
176,325,5373.714,3384,6679,23.281,17.775,13.529,0.858,1.310,0.763,0.930
177,259,4541.691,3418,5798,20.421,16.148,167.958,0.874,1.265,0.791,0.923
178,387,4878.429,3384,6861,22.919,21.499,109.384,0.906,1.066,0.938,0.935
179,213,3878.394,3399,4738,17.047,15.909,84.685,0.791,1.072,0.933,0.906
180,319,4470.715,3382,5696,23.264,17.459,12.229,0.862,1.332,0.750,0.926
181,371,5169.585,3386,7175,23.301,20.272,62.626,0.895,1.149,0.870,0.932
182,355,4563.986,3387,5913,23.393,19.322,42.363,0.906,1.211,0.826,0.939
183,409,4762.868,3402,6971,33.759,15.426,11.974,0.627,2.189,0.457,0.836
184,384,5339.622,3387,7235,24.294,20.125,26.417,0.885,1.207,0.828,0.941
185,381,4618.136,3422,5873,24.850,19.522,80.122,0.898,1.273,0.786,0.951
186,422,5015.886,3434,6961,27.450,19.574,28.091,0.857,1.402,0.713,0.934
187,484,5217.428,3383,7142,26.356,23.382,36.208,0.921,1.127,0.887,0.948
188,367,5348.591,3384,7984,25.151,18.579,95.777,0.846,1.354,0.739,0.914
189,356,4730.871,3397,6388,22.482,20.161,22.527,0.908,1.115,0.897,0.942
190,443,4329.230,3396,5657,27.223,20.719,26.673,0.876,1.314,0.761,0.921
191,226,4022.761,3386,4980,18.642,15.436,112.602,0.723,1.208,0.828,0.874
192,398,5594.872,3400,7214,23.934,21.173,76.962,0.923,1.130,0.885,0.950
193,375,5150.485,3401,7272,22.650,21.080,74.396,0.859,1.074,0.931,0.929
194,264,4214.197,3383,5311,19.478,17.257,157.907,0.906,1.129,0.886,0.931
195,307,6672.199,3463,9754,20.479,19.087,103.500,0.927,1.073,0.932,0.946
196,466,4536.509,3407,6110,26.668,22.249,41.682,0.857,1.199,0.834,0.942
197,419,5191.582,3409,7043,24.551,21.730,40.413,0.910,1.130,0.885,0.938
198,361,5161.620,3391,6916,23.310,19.718,151.108,0.906,1.182,0.846,0.941
199,361,5514.374,3388,7598,24.815,18.523,58.086,0.900,1.340,0.746,0.944
200,254,4174.744,3382,4996,20.231,15.986,132.407,0.906,1.266,0.790,0.925
201,288,5432.434,3390,7348,20.135,18.212,128.067,0.943,1.106,0.904,0.944
202,344,4275.983,3410,5473,21.945,19.959,51.388,0.851,1.100,0.909,0.911
203,234,9458.432,3412,16481,18.137,16.427,18.307,0.886,1.104,0.906,0.911
204,330,5487.297,3438,7275,22.699,18.510,48.474,0.917,1.226,0.815,0.935
205,346,4944.543,3386,6814,22.041,19.987,75.641,0.929,1.103,0.907,0.941
206,320,6202.566,3412,8818,21.969,18.546,100.729,0.918,1.185,0.844,0.938
207,485,5109.458,3390,6890,27.877,22.152,45.435,0.899,1.258,0.795,0.940
208,241,4503.913,3399,5329,17.889,17.153,36.437,0.877,1.043,0.959,0.916
209,383,5065.815,3391,6870,24.844,19.628,98.460,0.897,1.266,0.790,0.942
210,334,5809.581,3451,7368,24.708,17.212,83.153,0.903,1.436,0.697,0.945
211,446,5480.341,3401,7472,28.884,19.660,137.516,0.881,1.469,0.681,0.929
212,252,4310.810,3387,5471,19.798,16.206,92.858,0.835,1.222,0.819,0.925
213,375,4300.016,3397,5662,23.162,20.614,98.380,0.746,1.124,0.890,0.912
214,410,5118.837,3389,6896,24.115,21.648,112.597,0.930,1.114,0.898,0.948
215,349,9647.390,3426,15047,23.587,18.839,54.519,0.905,1.252,0.799,0.945
216,322,4881.901,3385,7174,20.964,19.556,44.242,0.914,1.072,0.933,0.943
217,395,5635.970,3385,7810,23.745,21.180,118.701,0.931,1.121,0.892,0.953
218,364,5077.236,3397,6703,23.382,19.821,1.555,0.929,1.180,0.848,0.947
219,295,4209.932,3384,5342,19.814,18.957,109.659,0.840,1.045,0.957,0.905
220,347,4716.291,3398,6384,24.262,18.210,98.968,0.831,1.332,0.751,0.925
221,241,3926.145,3382,4755,18.262,16.803,154.244,0.846,1.087,0.920,0.901
222,265,4424.385,3383,5685,20.048,16.830,4.947,0.938,1.191,0.839,0.935
223,296,4941.753,3394,6817,20.913,18.021,133.431,0.927,1.160,0.862,0.943
224,324,6130.015,3410,9213,22.637,18.224,61.803,0.913,1.242,0.805,0.940
225,437,4666.167,3410,6515,26.003,21.398,81.635,0.920,1.215,0.823,0.944
226,263,3886.669,3383,4538,22.307,15.011,77.656,0.696,1.486,0.673,0.854
227,253,4770.300,3418,5794,19.485,16.532,122.372,0.921,1.179,0.848,0.932
228,338,4596.426,3395,5851,23.287,18.481,74.263,0.892,1.260,0.794,0.936
229,242,4118.868,3382,5026,18.947,16.263,83.294,0.849,1.165,0.858,0.908
230,428,5179.119,3409,7014,24.610,22.144,170.154,0.901,1.111,0.900,0.937
231,240,3883.558,3382,4746,19.423,15.732,33.821,0.555,1.235,0.810,0.854
232,480,9086.115,3389,13735,25.651,23.826,33.483,0.927,1.077,0.929,0.949
233,418,4817.708,3392,6132,24.687,21.558,166.101,0.899,1.145,0.873,0.939
234,211,7288.194,3447,11348,19.225,13.974,177.028,0.940,1.376,0.727,0.946
235,279,4251.265,3390,5468,20.451,17.370,177.696,0.851,1.177,0.849,0.924
236,248,3945.972,3384,5036,20.313,15.545,140.380,0.711,1.307,0.765,0.895
237,287,5055.268,3487,6880,20.596,17.743,162.648,0.908,1.161,0.861,0.936
238,360,5402.794,3449,7121,25.472,17.995,71.131,0.882,1.416,0.706,0.941
239,345,4088.145,3393,5374,22.996,19.102,19.337,0.702,1.204,0.831,0.881
240,388,4283.247,3390,5735,23.582,20.949,71.310,0.903,1.126,0.888,0.928
241,343,4565.050,3383,6009,21.291,20.512,0.558,0.890,1.038,0.963,0.936
242,260,4476.396,3401,5611,19.187,17.253,56.710,0.895,1.112,0.899,0.920
243,272,4370.886,3397,5386,20.958,16.525,136.417,0.908,1.268,0.788,0.932
244,372,5691.460,3389,7474,23.550,20.112,52.891,0.885,1.171,0.854,0.934
245,369,5790.577,3418,7596,23.454,20.031,12.612,0.898,1.171,0.854,0.934
246,393,4225.478,3382,5401,24.101,20.762,7.013,0.835,1.161,0.861,0.927
247,283,4230.360,3395,5067,19.817,18.182,9.220,0.913,1.090,0.917,0.923
248,443,7318.591,3387,13212,29.535,19.097,75.972,0.831,1.547,0.647,0.916
249,242,3921.665,3388,4733,18.961,16.250,142.390,0.615,1.167,0.857,0.867
250,440,4705.023,3386,6084,24.839,22.554,151.642,0.886,1.101,0.908,0.943
251,234,9477.162,3399,17382,18.434,16.163,117.100,0.920,1.140,0.877,0.932
252,380,6207.418,3398,9933,25.961,18.637,44.661,0.884,1.393,0.718,0.937
253,332,4542.130,3389,6102,24.140,17.511,126.653,0.855,1.379,0.725,0.929
254,222,6851.324,3389,11086,18.306,15.441,172.298,0.910,1.186,0.843,0.925
255,441,5184.546,3433,6893,27.445,20.459,79.446,0.869,1.341,0.745,0.948
256,319,5662.743,3428,7506,21.797,18.634,106.510,0.922,1.170,0.855,0.949
257,354,4481.749,3384,5871,23.347,19.305,47.067,0.842,1.209,0.827,0.932
258,281,4298.125,3402,5150,21.310,16.790,86.990,0.893,1.269,0.788,0.945
259,219,9528.539,3470,16141,18.027,15.468,111.411,0.926,1.165,0.858,0.936
260,237,4045.962,3402,4958,21.639,13.945,84.676,0.718,1.552,0.644,0.894
261,245,4060.286,3384,4922,18.140,17.197,122.946,0.790,1.055,0.948,0.893
262,254,4094.591,3383,4911,19.367,16.698,72.915,0.804,1.160,0.862,0.890
263,257,4550.875,3382,5433,18.626,17.568,121.615,0.917,1.060,0.943,0.940
264,253,4498.881,3411,5996,20.890,15.420,131.770,0.861,1.355,0.738,0.922
265,385,4858.332,3408,6305,24.170,20.281,32.236,0.887,1.192,0.839,0.934
266,250,4942.516,3390,6456,20.692,15.383,135.382,0.955,1.345,0.743,0.952
267,269,4291.933,3413,5403,21.488,15.939,136.748,0.874,1.348,0.742,0.918
268,246,3808.146,3387,4613,19.124,16.378,64.610,0.695,1.168,0.856,0.840
269,387,10296.478,3417,22436,26.125,18.861,27.093,0.803,1.385,0.722,0.893
270,270,4392.070,3387,5419,21.090,16.300,110.931,0.901,1.294,0.773,0.931
271,350,4364.869,3385,5593,24.342,18.307,167.283,0.872,1.330,0.752,0.922
272,231,4630.273,3402,6089,18.645,15.775,120.574,0.928,1.182,0.846,0.922
273,428,5404.942,3402,6821,24.064,22.646,168.386,0.901,1.063,0.941,0.945
274,227,9362.674,3401,17706,18.057,16.006,179.986,0.912,1.128,0.886,0.938
275,275,4095.102,3384,4901,21.358,16.394,175.996,0.824,1.303,0.768,0.924
276,481,4513.004,3396,5974,26.616,23.010,21.613,0.843,1.157,0.864,0.936
277,345,4199.116,3386,5247,22.245,19.747,26.557,0.790,1.126,0.888,0.908
278,236,4934.936,3431,6883,17.792,16.889,29.946,0.920,1.053,0.949,0.918
279,470,5012.819,3387,7898,40.714,14.698,7.342,0.590,2.770,0.361,0.872
280,253,4379.344,3399,5631,20.260,15.900,142.005,0.921,1.274,0.785,0.934
281,263,3974.205,3396,5032,21.098,15.872,21.987,0.808,1.329,0.752,0.916
282,281,4882.929,3388,6265,21.596,16.567,174.834,0.857,1.304,0.767,0.926
283,298,4347.527,3404,5466,21.609,17.559,174.576,0.849,1.231,0.813,0.909
284,391,4656.015,3385,6065,23.781,20.934,43.426,0.799,1.136,0.880,0.919
285,329,6438.082,3391,9254,20.959,19.986,73.663,0.927,1.049,0.954,0.947
286,397,5097.564,3382,6932,24.208,20.880,36.278,0.915,1.159,0.863,0.941
287,341,6123.405,3405,8582,21.330,20.355,15.896,0.913,1.048,0.954,0.949
288,225,4602.178,3390,5897,18.565,15.431,22.395,0.896,1.203,0.831,0.916
289,223,5068.045,3385,6367,17.828,15.926,143.722,0.903,1.119,0.893,0.918
290,327,4352.810,3393,5354,21.631,19.248,65.021,0.915,1.124,0.890,0.936
291,282,4238.255,3398,5327,21.164,16.965,116.153,0.797,1.247,0.802,0.900
292,381,4623.942,3397,5906,24.277,19.982,117.169,0.878,1.215,0.823,0.934
293,337,4393.567,3388,5730,22.950,18.696,154.006,0.874,1.228,0.815,0.934
294,233,4550.948,3400,5861,20.509,14.465,117.322,0.831,1.418,0.705,0.917
295,326,3997.546,3385,5104,23.709,17.507,168.422,0.699,1.354,0.738,0.899
296,300,4004.767,3396,5193,23.320,16.380,106.034,0.687,1.424,0.702,0.900
297,298,4231.933,3385,5533,20.057,18.917,143.998,0.877,1.060,0.943,0.911
298,272,5109.346,3384,6887,19.709,17.572,129.684,0.951,1.122,0.892,0.946
299,253,4123.787,3383,5007,20.684,15.574,143.636,0.816,1.328,0.753,0.900
300,356,5028.329,3383,6783,22.130,20.482,121.345,0.917,1.080,0.926,0.934
301,226,4892.805,3403,6464,18.492,15.561,178.624,0.889,1.188,0.842,0.921
302,311,4280.897,3382,5385,22.588,17.530,46.860,0.886,1.289,0.776,0.923
303,327,6376.095,3429,8950,20.618,20.193,158.259,0.945,1.021,0.979,0.952
304,344,6087.270,3389,8275,21.072,20.786,88.006,0.886,1.014,0.986,0.926
305,315,4593.387,3386,6078,22.823,17.573,169.278,0.866,1.299,0.770,0.931
306,440,5251.216,3406,6852,24.022,23.321,108.800,0.941,1.030,0.971,0.951
307,307,3766.049,3387,4629,23.310,16.769,30.248,0.616,1.390,0.719,0.846
308,306,5217.480,3386,6786,22.591,17.246,5.135,0.887,1.310,0.763,0.927
309,319,3866.862,3386,4534,22.960,17.690,140.814,0.659,1.298,0.770,0.894
310,151,10065.854,3395,22084,18.153,10.591,127.375,0.855,1.714,0.583,0.926
311,246,4306.919,3394,5490,18.316,17.101,143.324,0.787,1.071,0.934,0.883
312,248,4507.919,3384,5793,20.015,15.776,37.631,0.921,1.269,0.788,0.934
313,398,5159.962,3415,7022,23.384,21.671,52.193,0.932,1.079,0.927,0.945
314,492,5157.756,3386,8260,35.549,17.622,118.990,0.671,2.017,0.496,0.859
315,279,4630.631,3382,6307,21.326,16.658,144.300,0.907,1.280,0.781,0.935
316,311,5058.122,3388,6442,21.000,18.856,136.876,0.932,1.114,0.898,0.942
317,296,5375.416,3393,7343,20.828,18.095,68.081,0.910,1.151,0.869,0.940
318,263,4372.099,3408,5559,19.108,17.525,42.137,0.857,1.090,0.917,0.908
319,162,9280.537,3420,19261,17.976,11.474,128.571,0.836,1.567,0.638,0.910
320,308,5174.705,3394,7272,21.803,17.986,130.409,0.932,1.212,0.825,0.939
321,359,4847.524,3388,6453,22.192,20.597,7.653,0.925,1.077,0.928,0.946
322,259,4242.579,3384,5717,21.460,15.366,23.585,0.865,1.397,0.716,0.927
323,480,6108.265,3496,8755,26.558,23.012,70.476,0.941,1.154,0.866,0.955
324,310,4505.423,3421,5784,21.840,18.072,48.620,0.905,1.209,0.827,0.935
325,279,5866.362,3416,7954,20.615,17.232,4.172,0.914,1.196,0.836,0.944
326,362,5189.506,3387,6749,25.211,18.283,169.648,0.908,1.379,0.725,0.951
327,458,5278.133,3396,7083,26.525,21.985,61.147,0.916,1.206,0.829,0.950
328,353,5966.116,3411,8409,21.826,20.593,83.417,0.916,1.060,0.944,0.939
329,279,4388.373,3388,5635,22.121,16.058,119.271,0.803,1.378,0.726,0.906
330,318,4941.236,3391,6854,22.547,17.957,148.886,0.906,1.256,0.796,0.931
331,308,5123.292,3406,6978,22.252,17.624,95.156,0.906,1.263,0.792,0.936
332,299,4643.542,3403,6285,21.506,17.702,46.345,0.919,1.215,0.823,0.937
333,314,4484.236,3404,5555,21.536,18.564,69.010,0.907,1.160,0.862,0.936
334,297,5349.613,3440,7462,21.656,17.461,149.171,0.947,1.240,0.806,0.949
335,286,5571.951,3401,7277,20.176,18.049,23.471,0.929,1.118,0.895,0.938
336,292,4053.582,3387,5295,23.040,16.136,179.946,0.679,1.428,0.700,0.889
337,295,4680.217,3385,6261,20.831,18.031,119.245,0.893,1.155,0.866,0.923
338,275,4364.825,3383,5653,19.434,18.017,46.600,0.894,1.079,0.927,0.932
339,369,4808.331,3398,5979,24.805,18.941,144.924,0.864,1.310,0.764,0.934
340,365,5679.504,3420,7546,22.377,20.769,136.784,0.883,1.077,0.928,0.922
341,393,6567.720,3393,10036,24.547,20.385,38.619,0.906,1.204,0.830,0.946
342,264,4403.848,3382,5713,19.626,17.127,90.477,0.891,1.146,0.873,0.923
343,357,5009.737,3417,6731,22.535,20.170,55.034,0.896,1.117,0.895,0.942
344,321,4480.417,3399,5984,22.383,18.260,5.451,0.928,1.226,0.816,0.947
345,295,4589.041,3402,6218,19.983,18.796,82.046,0.907,1.063,0.941,0.942
346,455,4539.765,3400,6302,31.349,18.480,148.463,0.804,1.696,0.589,0.930
347,273,4215.432,3382,5403,21.149,16.436,159.357,0.803,1.287,0.777,0.921
348,294,4682.102,3405,6435,20.723,18.064,178.906,0.928,1.147,0.872,0.942
349,297,4780.532,3435,6171,21.512,17.579,102.813,0.890,1.224,0.817,0.930
350,292,4633.031,3402,6087,20.565,18.078,161.253,0.914,1.138,0.879,0.936
351,270,5410.822,3396,7598,20.366,16.880,69.182,0.901,1.207,0.829,0.942
352,323,4808.344,3391,6262,22.862,17.989,126.568,0.943,1.271,0.787,0.950
353,309,4316.871,3384,5882,20.582,19.116,174.302,0.902,1.077,0.929,0.921
354,256,5771.324,3391,7658,19.374,16.824,78.800,0.895,1.152,0.868,0.923
355,283,5150.774,3497,6379,20.443,17.626,3.707,0.952,1.160,0.862,0.954
356,295,5298.349,3462,6960,20.092,18.695,34.598,0.910,1.075,0.930,0.931
357,403,5015.891,3403,6869,25.598,20.045,87.058,0.886,1.277,0.783,0.949
358,323,4928.557,3396,6300,21.274,19.332,111.261,0.882,1.100,0.909,0.934
359,265,4400.042,3382,5420,21.677,15.565,133.706,0.878,1.393,0.718,0.930
360,320,5010.178,3382,6504,22.371,18.213,38.274,0.895,1.228,0.814,0.928
361,318,4081.041,3393,4985,20.682,19.577,70.860,0.875,1.056,0.947,0.926
362,203,7492.409,3407,11622,18.290,14.132,115.714,0.896,1.294,0.773,0.919
